ep_reward_mean,policy_loss,serial_timesteps,fps,ep_len_mean,value_loss,explained_variance,n_updates,total_timesteps,approxkl,clipfrac,time_elapsed,policy_entropy
928.7327485714286,-0.0053589675,88064,523,1229.7428571428572,4.3499994,0.9789463356137276,43,88064,0.002127933,0.018115234,160.7568473815918,6.7714295
940.9316219295773,-0.001923579,90112,519,1241.281690140845,20.254917,0.8941859230399132,44,90112,0.0026156676,0.025927734,164.67314958572388,6.780487
943.0493232054795,-0.0032312893,92160,548,1242.7260273972602,23.394741,0.9138840511441231,45,92160,0.004486561,0.049462892,168.61289167404175,6.780572
953.8876585675677,-0.0010375356,94208,522,1253.6216216216217,20.199356,0.8855268806219101,46,94208,0.002043767,0.017138671,172.3494029045105,6.7837076
945.8527491948053,-0.0030761114,96256,551,1244.5584415584415,31.598911,0.8870778828859329,47,96256,0.002627821,0.029248048,176.26665687561035,6.785783
956.422556371795,-0.0038527162,98304,522,1254.871794871795,20.231419,0.8864750787615776,48,98304,0.0038077491,0.039746094,179.980233669281,6.776559
947.8875290253167,-0.0021361648,100352,531,1246.4430379746836,4.6131253,0.9782934039831161,49,100352,0.0015462423,0.014208985,183.89904236793518,6.761111
952.6946094814815,-0.0029907783,102400,547,1251.567901234568,25.531942,0.8993181511759758,50,102400,0.0029137305,0.034082033,187.7511146068573,6.7465544
945.6871018214284,-0.0057082484,104448,522,1243.1666666666667,28.148869,0.916300818324089,51,104448,0.0040344666,0.049804688,191.49217081069946,6.756962
949.4498032941175,-0.0024348104,106496,540,1252.6470588235295,15.707909,0.7398851811885834,52,106496,0.0015835112,0.018603515,195.41345024108887,6.767564
927.5252003068182,-0.0031681955,108544,555,1230.6477272727273,13.777113,0.8526527732610703,53,108544,0.0029067378,0.029150391,199.20148134231567,6.7732496
936.8740248314607,-0.0006605303,110592,524,1239.8426966292134,19.316608,0.8870732635259628,54,110592,0.0017240163,0.015429688,202.88676166534424,6.786541
945.9615213333333,-0.0022839834,112640,520,1248.8333333333333,19.701033,0.8881289958953857,55,112640,0.0013258985,0.009814453,206.7937171459198,6.7819223
938.5530708681318,-0.0018738164,114688,547,1240.7472527472528,8.180934,0.9565197117626667,56,114688,0.0011852478,0.011083985,210.73147797584534,6.777321
946.1188127173912,-0.0017870711,116736,516,1249.5326086956522,20.126242,0.879813440144062,57,116736,0.0044812327,0.05419922,214.4733703136444,6.784356
948.1615206489361,-0.0043314216,118784,546,1251.0425531914893,25.288649,0.9056868106126785,58,118784,0.0031043163,0.03779297,218.4415204524994,6.788314
949.9834307916667,-0.0027792498,120832,542,1252.90625,22.703798,0.9203010648488998,59,120832,0.0019678338,0.022314453,222.18930554389954,6.7868547
957.7099596082475,-0.0024831926,122880,528,1261.1134020618556,20.133938,0.8968663662672043,60,122880,0.0030475894,0.037402343,225.96713280677795,6.783642
935.7925656599999,-0.0042857383,124928,579,1238.7,22.946125,0.6794998645782471,61,124928,0.0019356249,0.020654297,229.8451328277588,6.784874
931.0947013099999,-0.010358509,126976,533,1234.47,4.968128,0.9780226573348045,62,126976,0.005165453,0.04042969,233.37870335578918,6.8094153
944.4072411,-0.004434981,129024,528,1248.2,19.679506,0.8946446776390076,63,129024,0.0041059074,0.047070313,237.2164306640625,6.8227334
959.3049667700001,-0.0029409737,131072,560,1264.19,27.084885,0.7329250574111938,64,131072,0.0033735628,0.031982422,241.09021067619324,6.828668
954.53989754,-0.0029940763,133120,573,1264.19,24.186008,0.7479377090930939,65,133120,0.0017570034,0.015039062,244.7423222064972,6.8309402
949.0032815899999,-0.0014049691,135168,554,1264.19,12.386613,0.8961290195584297,66,135168,0.0009791681,0.009082031,248.31291365623474,6.828389
929.79727469,-0.002642657,137216,552,1247.11,29.88992,0.8870481923222542,67,137216,0.0021618395,0.019580077,252.00698733329773,6.8299713
927.6181061300002,-0.005265828,139264,539,1243.44,4.2662396,0.9804033041000366,68,139264,0.0029704343,0.032714844,255.7139549255371,6.8328667
940.2049742000002,-0.0019281454,141312,507,1255.26,20.612812,0.8872100859880447,69,141312,0.0021904511,0.021728516,259.51271653175354,6.8243127
947.3902281100001,-0.0031450775,143360,520,1259.41,19.75581,0.9108318388462067,70,143360,0.0042116367,0.049853515,263.54982328414917,6.806342
945.2536209799999,-0.0040394827,145408,552,1258.6,24.305912,0.9167351946234703,71,145408,0.002936696,0.03300781,267.48356914520264,6.8062353
