policy_entropy,n_updates,approxkl,value_loss,total_timesteps,serial_timesteps,ep_len_mean,explained_variance,clipfrac,ep_reward_mean,time_elapsed,fps,policy_loss
1.433615,18,0.0030887807,3.260563,36864,36864,658.2142857142857,0.14320164918899536,0.030566406,151.9975851607143,81.55472826957703,466,-0.0022654866
1.4464587,19,0.0033351171,3.2904725,38912,38912,682.6140350877193,0.01789480447769165,0.036083985,158.55333633333333,85.94518828392029,417,-0.0015627652
1.4489324,20,0.002665982,2.6510572,40960,40960,706.1724137931035,0.16205954551696777,0.023535157,164.41642781034483,90.8467812538147,427,-0.00038468416
1.458863,21,0.0023742313,2.8670154,43008,43008,728.9322033898305,0.04124593734741211,0.024072265,170.2562120338983,95.63391733169556,414,-0.0016015997
1.4714046,22,0.0028702044,2.5486217,45056,45056,750.9333333333333,-0.02987349033355713,0.02319336,175.7512669,100.57842898368835,424,-0.0014232463
1.4717678,23,0.0035781222,1.8902553,47104,47104,750.9333333333333,0.20823168754577637,0.03828125,175.7512669,105.39790368080139,460,-0.0016186867
1.4771268,24,0.0033594475,1.964311,49152,49152,772.2131147540983,0.31606167554855347,0.034472656,180.78685742622952,109.84672021865845,433,-0.0016924575
1.4840553,25,0.0028473698,2.6879096,51200,51200,812.3809523809524,0.17264121770858765,0.024804687,191.1851339206349,114.56962084770203,435,-0.0022037553
1.4758378,26,0.0016563932,1.5165268,53248,53248,831.703125,0.1512514352798462,0.009863282,195.578533203125,119.2826919555664,437,2.1675101e-05
1.4731926,27,0.00544421,1.2578909,55296,55296,850.4307692307692,0.4933737516403198,0.06665039,199.79576443076922,123.96878981590271,447,-0.002209521
1.4663087,28,0.00405915,1.619744,57344,57344,868.5909090909091,0.4503324031829834,0.041015625,204.28712601515153,128.55053305625916,426,-0.005577527
1.4672949,29,0.0029154676,1.202778,59392,59392,880.3283582089553,0.5356917679309845,0.032421876,206.94993574626866,133.35155653953552,423,-0.0033398396
1.4780877,30,0.0038103568,1.12056,61440,61440,879.25,0.6344062089920044,0.04350586,206.53448414705883,138.1835160255432,425,-0.0032415087
1.4820725,31,0.0022943527,1.2781973,63488,63488,895.0285714285715,0.6487067341804504,0.017578125,210.2823868857143,142.992182970047,419,-0.0010000949
1.4794468,32,0.0032429365,0.94837034,65536,65536,910.056338028169,0.6667525768280029,0.03261719,213.59533952112676,147.86954021453857,421,-0.0013767725
1.4774258,33,0.003054358,1.1213496,67584,67584,925.875,0.6272137463092804,0.03305664,217.21452831944444,152.72917318344116,449,-0.0012499688
1.4786491,34,0.003733027,1.2070304,69632,69632,941.2602739726027,0.6269955337047577,0.042382814,221.0775131917808,157.2820327281952,419,-0.0013994237
1.487,35,0.0036278982,1.2109077,71680,71680,954.0675675675676,0.7376753389835358,0.03793945,224.62575404054056,162.165203332901,422,-0.0016999543
1.4886498,36,0.004508299,1.4215477,73728,73728,968.6666666666666,0.629936158657074,0.053027343,228.61917932000003,167.0108470916748,440,-0.0015063982
1.4862269,37,0.0029068913,1.200027,75776,75776,982.8815789473684,0.29387205839157104,0.027636718,232.7949673552632,171.66138291358948,441,0.00020809243
