n_updates,explained_variance,fps,serial_timesteps,time_elapsed,approxkl,policy_loss,clipfrac,total_timesteps,policy_entropy,value_loss,ep_len_mean,ep_reward_mean
192,0.892063096165657,579,393216,691.2452292442322,0.0024414097,-0.0020932178,0.028466797,393216,7.331006,19.487402,1800.76,1244.1796837699999
193,0.9201588854193687,541,395264,694.7786304950714,0.004415074,-0.002346878,0.051953126,395264,7.3368516,20.321245,1800.76,1247.7167226800002
194,0.9217866659164429,556,397312,698.558748960495,0.005358606,-0.011872412,0.04765625,397312,7.3581367,18.396584,1800.76,1247.7130744600001
195,0.9219655394554138,539,399360,702.2372303009033,0.0066067763,-0.0040558022,0.07382812,399360,7.344593,19.893826,1812.84,1258.2935631
196,0.9231965988874435,562,401408,706.0342078208923,0.0028294332,-0.00093775446,0.030908203,401408,7.3240623,20.068876,1812.84,1262.60576552
197,0.9240653663873672,552,403456,709.6727759838104,0.0015071809,-4.2776974e-05,0.014697266,403456,7.3212028,25.321445,1812.89,1261.4618396300002
198,0.9256213903427124,543,405504,713.381594657898,0.0022800798,-0.0010618408,0.024804687,405504,7.34105,19.3371,1812.89,1265.86112071
199,0.9651277139782906,588,407552,717.1481535434723,0.0013452951,-0.0017061898,0.013134765,407552,7.3604455,7.9986496,1813.75,1265.85941036
200,0.9169910326600075,562,409600,720.6310620307922,0.0042439564,-0.0026470923,0.051953126,409600,7.356304,20.454746,1825.34,1276.5272187200003
201,0.9479870833456516,579,411648,724.2709846496582,0.0041209725,-0.006169849,0.041992188,411648,7.344475,11.294017,1825.34,1273.91052785
202,0.9024412855505943,572,413696,727.8056163787842,0.0037183103,-0.0029585946,0.04160156,413696,7.339007,20.489304,1838.13,1286.11928524
203,0.9298995956778526,581,415744,731.3813614845276,0.0032077276,-0.0022614137,0.037402343,415744,7.3403497,11.097185,1838.13,1282.6047505699999
204,0.8880225494503975,583,417792,734.9034314155579,0.003944848,-0.0033245967,0.047607422,417792,7.340008,20.593943,1838.13,1286.3691491499999
205,0.9294201657176018,570,419840,738.4130711555481,0.005141421,-0.0028956896,0.04975586,419840,7.351672,14.1421,1838.13,1282.5582229499998
206,0.8957374319434166,577,421888,742.0012936592102,0.002340229,-0.0001987367,0.021484375,421888,7.361941,18.838778,1850.93,1293.83380023
207,0.8557230532169342,610,423936,745.5487642288208,0.0014570346,-0.0018706523,0.012451172,423936,7.3565035,18.165356,1823.01,1273.64565825
208,0.912547193467617,565,425984,748.9053044319153,0.0046144193,-0.001966591,0.061328124,425984,7.364801,20.001268,1823.01,1277.8061231400002
209,0.9235673472285271,545,428032,752.5276954174042,0.0027857707,-0.00010153135,0.03339844,428032,7.3755937,19.509516,1823.01,1277.90186614
210,0.9178379401564598,550,430080,756.2801146507263,0.0014961396,-0.00085493026,0.014599609,430080,7.369809,19.676077,1824.85,1283.4157983100001
211,0.921112023293972,534,432128,760.0011281967163,0.0034777964,-6.832454e-05,0.042578124,432128,7.365139,19.634912,1824.85,1283.92966
212,0.9459112845361233,556,434176,763.8326258659363,0.0025192702,-0.0006114314,0.0234375,434176,7.349786,11.642496,1824.85,1284.32206203
213,0.9774401634931564,563,436224,767.5163869857788,0.0021692168,-0.0017041473,0.01928711,436224,7.332217,5.2483644,1821.29,1280.47637018
214,0.9202399104833603,551,438272,771.1482985019684,0.0056876233,-0.0013840517,0.071777344,438272,7.3288903,19.382832,1833.21,1291.85057515
215,0.9217948168516159,538,440320,774.8621292114258,0.006080379,-0.0050237756,0.06303711,440320,7.346942,20.232592,1846.01,1304.49337466
216,0.9368255585432053,578,442368,778.6679997444153,0.002985114,-0.0021826208,0.034863282,442368,7.3619375,10.575473,1842.48,1300.09048479
217,0.9687494821846485,569,444416,782.206652879715,0.0031149238,-0.005939574,0.03251953,444416,7.3619056,7.2906084,1835.85,1292.1916505699999
218,0.9276605620980263,549,446464,785.8044412136078,0.0040153274,-0.002062838,0.04526367,446464,7.3660517,19.798195,1835.85,1297.2605105899997
219,0.9137702956795692,566,448512,789.5340592861176,0.0015326277,-0.00040291,0.014746094,448512,7.3662415,26.588858,1821.56,1287.61057248
220,0.9427973367273808,578,450560,793.1501717567444,0.002689575,-0.002808143,0.026367188,450560,7.3643217,11.463197,1804.22,1272.2943124099997
221,0.9225995764136314,539,452608,796.6907684803009,0.004235851,-0.000826085,0.048095703,452608,7.3456755,19.81247,1804.22,1276.8310192
222,0.9253053888678551,547,454656,800.4891352653503,0.0025348978,-0.0012680356,0.02475586,454656,7.3305855,19.906174,1815.33,1288.1330004000001
223,0.9270583167672157,532,456704,804.2318668365479,0.00285511,-0.0015510505,0.029394532,456704,7.3248596,20.113157,1815.33,1288.7603463
224,0.9246357157826424,542,458752,808.0752799510956,0.00293508,-0.0014196135,0.03378906,458752,7.319551,19.931181,1815.33,1290.0247511200002
225,0.9248551428318024,534,460800,811.8502168655396,0.0035572245,-0.001967155,0.04086914,460800,7.315131,19.989836,1815.33,1290.3042860100002
226,0.8884016051888466,612,462848,815.681812286377,0.0071331686,-0.0026262007,0.076660156,462848,7.323191,11.865885,1815.33,1290.65308634
227,0.9274968206882477,543,464896,819.0273978710175,0.0015199477,0.0001961351,0.011328125,464896,7.33732,19.82895,1815.33,1294.68082356
228,0.9241039976477623,542,466944,822.7986195087433,0.0028664914,-0.0007327401,0.03022461,466944,7.3392363,19.794613,1815.33,1294.2828476000002
229,0.9239167645573616,528,468992,826.5769064426422,0.0016134381,-0.00043971054,0.0140625,468992,7.336629,20.340061,1815.33,1293.8355634499999
230,0.9256692230701447,543,471040,830.4534034729004,0.0026179599,0.00031777652,0.028027344,471040,7.3287253,19.82284,1825.94,1305.26005586
231,0.9244133830070496,538,473088,834.223521232605,0.004243015,-0.0013112845,0.04916992,473088,7.330982,20.167158,1825.94,1310.29410553
232,0.9212980195879936,536,475136,838.0243401527405,0.0040707956,-0.00082033983,0.055908203,475136,7.3381324,19.99973,1837.64,1322.50749573
233,0.9200144708156586,541,477184,841.8397209644318,0.004324966,-0.002766888,0.053125,477184,7.3454843,20.261553,1837.64,1323.0449202999998
234,0.9182675257325172,558,479232,845.6208946704865,0.0052116853,-0.0034412276,0.067919925,479232,7.357234,20.765238,1837.64,1323.2085628
235,0.9709728602319956,547,481280,849.2897295951843,0.0032862034,-0.004112019,0.030615235,481280,7.3611383,7.754331,1833.8,1320.5869181399999
236,0.9300255924463272,543,483328,853.0334165096283,0.003049222,-0.001176229,0.031640626,483328,7.355532,19.689075,1833.8,1323.64939606
237,0.9252517893910408,538,485376,856.8009250164032,0.0014486198,-7.7195255e-05,0.009667968,485376,7.351364,20.01802,1833.8,1323.77201061
238,0.9232382923364639,547,487424,860.6011199951172,0.0027511301,-0.0012049221,0.030273438,487424,7.355825,19.976995,1833.8,1323.7389764799998
239,0.8907322138547897,568,489472,864.3413729667664,0.0033030622,-0.0036172413,0.03652344,489472,7.3507586,29.610783,1834.98,1329.12313558
240,0.910813570022583,553,491520,867.941201210022,0.002821107,-0.0021064463,0.03237305,491520,7.3418627,31.491507,1822.37,1317.0885232700002
241,0.9587686359882355,583,493568,871.6432917118073,0.007335005,-0.007454081,0.03881836,493568,7.3353357,8.62817,1809.9,1305.0152697499998
242,0.9261366203427315,560,495616,875.1508212089539,0.0033369344,-0.0019945109,0.03745117,495616,7.3282356,23.855833,1803.15,1303.9298752599998
243,0.923296332359314,546,497664,878.8026826381683,0.0029734664,-0.0022252244,0.032128908,497664,7.3068542,20.169954,1803.15,1303.7890098399998
244,0.9318135902285576,539,499712,882.5539691448212,0.0033186763,-0.0009845588,0.03466797,499712,7.301839,19.80733,1803.15,1307.4999252900002
245,0.9231993928551674,543,501760,886.3484518527985,0.0033159547,-0.00084120256,0.03857422,501760,7.297364,20.297209,1814.14,1319.61424565
246,0.8712157011032104,593,503808,890.11572265625,0.002820293,-0.002114551,0.03149414,503808,7.2961593,16.599016,1792.46,1299.1559419700002
247,0.9294223487377167,537,505856,893.5652091503143,0.0027863786,-0.0009951849,0.027246093,505856,7.302546,19.65727,1792.46,1299.1690155400001
248,0.9320029094815254,533,507904,897.3775651454926,0.0040099747,-0.0021234488,0.045898438,507904,7.309722,19.614883,1792.46,1300.30467275
249,0.9225824773311615,553,509952,901.2149088382721,0.0040018363,-0.0019538829,0.048339844,509952,7.3061624,19.59515,1792.46,1299.92430053
250,0.9242419227957726,532,512000,904.9162974357605,0.0049702884,-0.0025549964,0.060791016,512000,7.294664,19.758202,1792.46,1304.9507214999999
251,0.9789802450686693,544,514048,908.7650871276855,0.00335758,-0.0025997283,0.025830079,514048,7.2925806,6.2704644,1778.43,1292.2539905499998
252,0.8879033103585243,589,516096,912.5280356407166,0.0027633908,-0.0019920757,0.030810546,516096,7.295493,28.972387,1772.73,1286.32995308
253,0.88936448097229,596,518144,916.0018179416656,0.0023764214,-0.0018617511,0.026416015,518144,7.288707,10.17718,1768.4,1282.9585604499998
254,0.9157868921756744,547,520192,919.4338569641113,0.0032560695,-0.0026513222,0.033203125,520192,7.2748938,20.39575,1780.34,1294.73907306
255,0.9121037870645523,558,522240,923.1783599853516,0.0055504567,-0.0031774058,0.06875,522240,7.2728806,20.534529,1780.34,1294.03630569
256,0.9242990612983704,533,524288,926.847971200943,0.0036100212,-0.002040757,0.04453125,524288,7.292183,20.009022,1780.34,1294.96682324
257,0.8429445028305054,611,526336,930.6843326091766,0.0042385506,0.00023407799,0.035449218,526336,7.2951264,14.438383,1780.34,1290.6354230400002
258,0.9260993972420692,537,528384,934.0360059738159,0.0029942724,-0.000422676,0.03017578,528384,7.2816687,19.898489,1780.34,1291.25390519
259,0.9173055738210678,541,530432,937.8502242565155,0.0033731828,-0.0022405765,0.039404295,530432,7.2736216,20.432734,1780.34,1296.1604030100002
260,0.9163827672600746,551,532480,941.6346335411072,0.003602673,-0.0019125983,0.045703124,532480,7.272853,20.163528,1780.34,1298.38632659
261,0.9248512089252472,536,534528,945.3479309082031,0.0048127524,-0.0022659968,0.06269531,534528,7.281591,19.81031,1781.13,1304.44136088
262,0.91893320530653,544,536576,949.1664073467255,0.0032755453,-0.0016096395,0.03666992,536576,7.304147,20.067762,1781.13,1304.83765059
263,0.9274830296635628,541,538624,952.9291458129883,0.001794527,-0.00043817106,0.017773438,538624,7.314733,20.00289,1781.13,1309.3981162100001
264,0.97828783467412,551,540672,956.7098140716553,0.0019673347,-0.0026550763,0.0171875,540672,7.3151016,5.830058,1769.79,1299.58454188
265,0.9244682863354683,535,542720,960.4253549575806,0.0029701784,-0.0013980048,0.03359375,542720,7.322673,19.883732,1769.79,1301.76043396
266,0.9138456806540489,549,544768,964.250162601471,0.0029289718,-0.002124668,0.027294923,544768,7.323269,20.299988,1769.79,1302.74824516
267,0.9285553470253944,537,546816,967.9790072441101,0.0031676204,-0.00018380776,0.030712891,546816,7.316481,19.783003,1769.79,1303.33793887
268,0.9260257631540298,538,548864,971.7880024909973,0.0037242356,-0.002310039,0.042236328,548864,7.309045,19.939516,1769.79,1303.3954281800002
269,0.9198927655816078,548,550912,975.5901899337769,0.005685897,-0.003667112,0.072265625,550912,7.304554,20.217373,1769.79,1303.98050111
270,0.8973345533013344,575,552960,979.3242347240448,0.0034294121,-0.0027595519,0.036376953,552960,7.3061104,26.13326,1770.69,1303.61565243
271,0.9175096899271011,539,555008,982.8808772563934,0.0025586344,-0.0005502642,0.026416015,555008,7.3164544,25.785376,1770.79,1304.2483047199999
272,0.9227287396788597,537,557056,986.6746511459351,0.003982379,-0.0017276388,0.04526367,557056,7.3221016,19.820393,1782.69,1316.51006376
273,0.9272580966353416,531,559104,990.4886429309845,0.0032962556,-0.0029495824,0.035888672,559104,7.3228583,20.181967,1786.79,1321.91043395
274,0.9239667430520058,534,561152,994.3410983085632,0.003658922,-0.0006115505,0.04018555,561152,7.314892,19.916952,1786.79,1322.4544965699997
275,0.9216856434941292,550,563200,998.1703805923462,0.0015195714,-0.0007019842,0.014941406,563200,7.3081083,19.815218,1797.21,1332.89279696
276,0.9188238382339478,541,565248,1001.8952267169952,0.004029863,-0.0025695655,0.04296875,565248,7.3073616,20.220203,1797.21,1332.6656327399999
277,0.9256233423948288,542,567296,1005.6768317222595,0.003081782,-0.0019049654,0.035791017,567296,7.320208,20.165096,1797.21,1332.24384697
278,0.9242226853966713,537,569344,1009.4537146091461,0.0013410638,8.739133e-05,0.011474609,569344,7.3251367,19.666016,1797.21,1333.72200507
279,0.9270193874835968,532,571392,1013.2639870643616,0.0071955994,-0.0043724496,0.09086914,571392,7.334498,19.84974,1811.84,1347.8632236000003
280,0.9246184229850769,543,573440,1017.1074185371399,0.0029508444,-0.0017927876,0.030517578,573440,7.34309,20.135115,1811.84,1349.98258806
281,0.9199972599744797,541,575488,1020.872989654541,0.0030490656,-0.0008004601,0.033837892,575488,7.3401046,19.90515,1811.84,1350.73734829
282,0.9119674861431122,547,577536,1024.6569075584412,0.001788269,-0.0009907454,0.017480468,577536,7.339345,20.416115,1811.84,1351.7380599799997
283,0.9734551161527634,566,579584,1028.399816274643,0.0031705261,-0.0011530609,0.032714844,579584,7.340169,6.540078,1800.19,1340.87730299
284,0.9040412232279778,555,581632,1032.013855934143,0.003176265,-0.0017322932,0.034277342,581632,7.3466287,20.607187,1800.19,1341.25726932
285,0.9453100375831127,564,583680,1035.7042117118835,0.006334506,-0.0047837524,0.050976563,583680,7.358094,11.320682,1800.19,1337.91145388
286,0.922751247882843,538,585728,1039.333703994751,0.00496377,-0.002249377,0.06088867,585728,7.372088,19.802433,1811.76,1349.1728891499997
287,0.930106595158577,545,587776,1043.1349625587463,0.0034098427,-0.001901751,0.03339844,587776,7.3674645,20.013075,1811.76,1349.6587248600001
288,0.9216461256146431,538,589824,1046.8900105953217,0.004321878,-0.0010333946,0.050390624,589824,7.362796,20.036772,1824.15,1361.6702046899998
289,0.9156203269958496,561,591872,1050.6947088241577,0.002905917,-0.0012078931,0.03203125,591872,7.371502,20.66277,1824.15,1362.6435838000002
290,0.9175445660948753,560,593920,1054.3447444438934,0.0022697693,-0.0020146756,0.024609376,593920,7.38096,19.914845,1824.15,1364.1210035899996
291,0.8833019062876701,577,595968,1057.997639656067,0.0029618915,-0.0027307936,0.032714844,595968,7.3881063,27.224674,1812.54,1352.9482297699997
292,0.9237696006894112,531,598016,1061.5442068576813,0.0069900937,-0.0036801088,0.070898436,598016,7.398411,19.437437,1812.54,1354.6057456899998
293,0.9262442216277122,516,600064,1065.4011373519897,0.004613725,-0.00351511,0.057519533,600064,7.393672,19.445868,1812.54,1358.9739926500001
294,0.9727816712111235,565,602112,1069.363344669342,0.00535652,-0.007032489,0.050341796,602112,7.3931656,6.127527,1800.79,1348.2620373900002
295,0.8963974714279175,577,604160,1072.9858605861664,0.0046162275,-0.00520417,0.06040039,604160,7.395488,20.93253,1806.92,1354.4125974899998
296,0.8318009376525879,590,606208,1076.5343263149261,0.0041961404,-0.005396945,0.038720705,606208,7.3968287,18.872084,1817.9,1362.02772933
297,0.9712300356477499,589,608256,1080.0053248405457,0.0023512729,-0.0037313434,0.0265625,608256,7.3891425,5.6604476,1810.31,1353.30776101
298,0.9322664216160774,546,610304,1083.4801013469696,0.004227175,-0.0013149783,0.050488282,610304,7.3865647,19.688229,1810.31,1352.5724974
299,0.9123744070529938,560,612352,1087.2301442623138,0.0031461045,-0.0012372747,0.03691406,612352,7.3880553,27.05076,1801.16,1342.7517802900004
300,0.9268611446022987,535,614400,1090.885756969452,0.005126816,-0.0010917585,0.06689453,614400,7.3877387,20.203743,1801.16,1343.94836205
301,0.924554817378521,536,616448,1094.7132086753845,0.0035214885,-0.000542153,0.043408204,616448,7.387906,19.754107,1804.72,1348.3281254
302,0.92023516446352,543,618496,1098.5280709266663,0.0030510263,-0.0006092409,0.031689454,618496,7.386985,20.056576,1804.72,1349.26790172
303,0.9252949953079224,537,620544,1102.2981715202332,0.004699374,-0.001527101,0.058544923,620544,7.378699,19.906307,1804.72,1349.4018373200001
304,0.9174675568938255,536,622592,1106.109384059906,0.0033682864,-0.0013290795,0.0375,622592,7.3747444,19.94864,1808.25,1353.93731541
305,0.9160026758909225,544,624640,1109.9259552955627,0.0026751207,-0.0007676716,0.029785156,624640,7.3779335,19.793362,1814.88,1362.11252989
306,0.9198258891701698,530,626688,1113.6872396469116,0.005256758,-0.0073483093,0.06352539,626688,7.384257,19.475866,1814.88,1362.7314482499999
307,0.9467071779072285,569,628736,1117.5481264591217,0.002657182,-0.00050627,0.030078124,628736,7.393664,11.123099,1805.47,1352.73734937
308,0.9220579192042351,532,630784,1121.1424198150635,0.0038486216,-0.0021499745,0.046484374,630784,7.393696,19.873508,1819.76,1366.57126163
309,0.9225757569074631,528,632832,1124.986665725708,0.0017915542,-0.00091828953,0.01328125,632832,7.393087,19.800768,1825.12,1372.51790091
310,0.9233860597014427,536,634880,1128.8650677204132,0.0043350286,-0.0024307943,0.054638673,634880,7.386673,19.59783,1837.1,1384.94351056
311,0.92031379789114,533,636928,1132.6820468902588,0.0015425413,-0.00023492445,0.015185547,636928,7.389631,19.60822,1837.1,1385.0761070699998
312,0.9195092022418976,548,638976,1136.5184307098389,0.0027674069,-0.00022312754,0.030078124,638976,7.3967004,19.75179,1837.1,1385.6091655599998
313,0.9242469072341919,534,641024,1140.2517778873444,0.0019953162,-2.1157768e-05,0.020019531,641024,7.397059,19.830187,1837.1,1384.9042593599997
314,0.9253482595086098,525,643072,1144.0840311050415,0.0037329928,-0.00091645,0.04067383,643072,7.393052,19.889914,1837.1,1385.4787538799999
315,0.920294001698494,536,645120,1147.9792551994324,0.004880759,-0.0017260287,0.056933593,645120,7.3913584,20.036982,1837.1,1385.45984677
316,0.9250428974628448,537,647168,1151.8003160953522,0.002989966,-0.0020484873,0.031103516,647168,7.3914137,19.447767,1837.1,1389.77278088
317,0.9202597886323929,535,649216,1155.6119120121002,0.004001531,0.00019642047,0.0484375,649216,7.3895426,20.427166,1837.1,1390.3808873999997
318,0.9279239624738693,540,651264,1159.4360177516937,0.003331358,-0.0023214563,0.037890624,651264,7.3922625,19.08551,1837.1,1390.8389144699997
319,0.9117040410637856,555,653312,1163.229071855545,0.0025822255,-0.0019017265,0.024853516,653312,7.3907127,20.109833,1837.1,1391.3648849899996
320,0.9754614047706127,563,655360,1166.917073726654,0.00319665,-0.0035515625,0.030029297,655360,7.383128,5.834691,1830.56,1383.41594366
321,0.9103625640273094,561,657408,1170.551617860794,0.003472964,-0.004784272,0.0453125,657408,7.3851256,20.095179,1830.56,1382.6485397700003
322,0.9259269684553146,545,659456,1174.196202993393,0.004534394,-0.0019584682,0.05986328,659456,7.3903036,20.225151,1830.56,1381.0574515900005
323,0.9215196445584297,537,661504,1177.9503037929535,0.00465087,-0.0036459626,0.05673828,661504,7.3897696,19.57467,1830.56,1380.5116911400003
324,0.9166842252016068,548,663552,1181.7637219429016,0.0045148977,-0.003031407,0.053271484,663552,7.3852754,19.862963,1830.56,1381.15621769
325,0.9215701296925545,534,665600,1185.5003616809845,0.004082152,-0.0019133575,0.046875,665600,7.3770247,19.724613,1845.06,1394.2284896400001
326,0.9134262427687645,534,667648,1189.3367056846619,0.0019379886,-0.00037717813,0.018115234,667648,7.3956056,19.8876,1845.06,1394.54927482
327,0.8667323440313339,592,669696,1193.1694955825806,0.002404451,-0.002850344,0.025097657,669696,7.390925,28.512985,1837.83,1387.0682775500004
328,0.9137363210320473,543,671744,1196.6290152072906,0.0032155793,-0.0016046982,0.03305664,671744,7.373526,20.293964,1837.83,1387.03317558
329,0.9240162000060081,528,673792,1200.3975250720978,0.0023829213,-0.00047874096,0.019091796,673792,7.368595,19.115507,1849.58,1399.3357263200003
330,0.9230724424123764,534,675840,1204.276976108551,0.0040669926,-0.0036080815,0.0453125,675840,7.364689,19.530834,1849.58,1399.2541155500003
331,0.8507108986377716,599,677888,1208.1074755191803,0.003355227,-0.0011545742,0.037402343,677888,7.3604074,13.280481,1862.19,1407.5028060000006
332,0.9748747032135725,554,679936,1211.5220248699188,0.0022266817,0.0027079394,0.021875,679936,7.36637,6.2530494,1864.18,1409.0632051600003
333,0.9177834242582321,530,681984,1215.213077545166,0.0021855147,-3.658065e-05,0.018164063,681984,7.360382,19.28914,1864.18,1409.9024474999999
334,0.9185667335987091,546,684032,1219.0757746696472,0.004152326,-0.0022648028,0.047021486,684032,7.353446,19.873442,1870.93,1417.9395513099998
335,0.9239939004182816,534,686080,1222.8270511627197,0.006869243,-0.0031496447,0.08569336,686080,7.360627,19.896576,1870.93,1418.72757132
336,0.9175706580281258,539,688128,1226.6584696769714,0.0045763873,-0.0020250143,0.05908203,688128,7.372779,20.154087,1870.93,1419.2499015300002
337,0.9215640127658844,538,690176,1230.4550070762634,0.002197981,-0.0015450626,0.022851562,690176,7.3741293,19.644697,1870.93,1419.0868456000003
338,0.9241333082318306,536,692224,1234.2589201927185,0.001698304,0.0003784329,0.014208985,692224,7.3742347,19.50399,1881.67,1430.57081892
339,0.8953940644860268,578,694272,1238.0779151916504,0.0027579258,-0.0026504162,0.03046875,694272,7.3770666,26.989582,1886.7,1434.20961989
340,0.9205330982804298,532,696320,1241.6157717704773,0.0051398366,-0.0018394835,0.06337891,696320,7.3833184,19.905926,1886.7,1434.56406513
341,0.9196067750453949,531,698368,1245.4630479812622,0.0051631397,-0.004699469,0.06660156,698368,7.3815804,19.260347,1886.7,1435.31828305
342,0.9246900379657745,533,700416,1249.317131280899,0.0062770755,-0.004226267,0.08359375,700416,7.3920774,19.4919,1886.7,1435.2383042500003
343,0.972571425139904,574,702464,1253.1553564071655,0.0025072824,-0.0020557458,0.022998046,702464,7.395163,7.125018,1887.99,1436.1314234600002
344,0.9232181385159492,529,704512,1256.722835302353,0.0021792126,-0.00027471437,0.022949219,704512,7.3945184,19.610592,1887.99,1436.0831487500002
345,0.899462103843689,564,706560,1260.5948185920715,0.0034715577,-0.0030808682,0.039111327,706560,7.3976603,20.79546,1893.69,1443.8030430900003
346,0.9365873336791992,578,708608,1264.2219541072845,0.0034116842,-0.0030741042,0.038085938,708608,7.4049063,11.568531,1896.88,1446.1415918699997
347,0.8988338261842728,569,710656,1267.7621448040009,0.0026021516,-0.0010005133,0.027978515,710656,7.4068656,20.11355,1896.88,1445.8138807499997
348,0.904825784265995,557,712704,1271.3616449832916,0.0036621739,-0.0059582954,0.04477539,712704,7.4165215,20.551624,1896.88,1443.5276589699997
349,0.9267059788107872,532,714752,1275.0350222587585,0.005300089,-0.00077827054,0.06689453,714752,7.4312797,19.479267,1896.88,1442.9770271299997
350,0.8933381959795952,581,716800,1278.8848741054535,0.004747269,-0.0012517371,0.048339844,716800,7.4352036,21.526588,1896.88,1447.10133518
351,0.9447530433535576,560,718848,1282.4094848632812,0.0031027813,-0.004337649,0.034179688,718848,7.431688,12.381578,1896.88,1442.5446898600003
352,0.9197021573781967,544,720896,1286.0629971027374,0.0030074944,-0.0029539287,0.033251952,720896,7.427569,19.942156,1896.88,1442.35994061
353,0.9230984598398209,534,722944,1289.8243849277496,0.0026637577,-0.0005975061,0.02709961,722944,7.4281454,19.741964,1896.88,1442.49673054
354,0.8963910639286041,568,724992,1293.659150838852,0.0028076065,-0.0026804856,0.031054687,724992,7.4377174,33.443596,1868.83,1415.8300257700002
355,0.9257132634520531,534,727040,1297.259120464325,0.0046702875,-0.0032335513,0.056103516,727040,7.4434214,19.463594,1880.17,1427.73252781
356,0.9255419448018074,515,729088,1301.0899770259857,0.0045577986,-0.0030174062,0.056005858,729088,7.444434,19.367779,1880.17,1427.0446066699997
357,0.9248099848628044,532,731136,1305.0607142448425,0.004534023,-0.00507336,0.058691405,731136,7.4524536,19.6449,1880.17,1427.2216428099998
358,0.972967742010951,559,733184,1308.9041244983673,0.001293058,-0.001077551,0.011572266,733184,7.4555864,7.8111024,1866.86,1414.4690810299999
359,0.9274040162563324,534,735232,1312.5622069835663,0.004445055,-0.004941578,0.05292969,735232,7.466668,19.464985,1866.86,1414.4578128199998
360,0.9259001240134239,549,737280,1316.3930568695068,0.00206008,-0.0004741869,0.021191407,737280,7.4793143,20.738346,1866.86,1414.84767813
361,0.9042650312185287,569,739328,1320.1225123405457,0.002822504,-0.0013771857,0.034960937,739328,7.4822793,26.174957,1866.66,1415.1715915399996
362,0.8780518099665642,582,741376,1323.7170009613037,0.0021696114,-0.0007449812,0.024267578,741376,7.4878454,27.341187,1863.49,1410.22950502
363,0.9227250888943672,533,743424,1327.2341754436493,0.0021917466,7.338077e-06,0.0203125,743424,7.4922915,19.849073,1863.49,1408.53418921
364,0.9552823267877102,562,745472,1331.0703377723694,0.002470341,-0.0038327053,0.023876954,745472,7.4914346,11.779062,1851.71,1396.6656423400002
365,0.9293208196759224,551,747520,1334.7113642692566,0.0028305585,-0.0027928255,0.03203125,747520,7.4845,25.19553,1836.66,1382.93189803
366,0.9271666184067726,541,749568,1338.4273767471313,0.0069182157,-0.00337912,0.087939456,749568,7.4821634,19.851955,1836.66,1382.6862089499998
367,0.9204336851835251,552,751616,1342.207020521164,0.0040106894,-0.0037614878,0.051220704,751616,7.47458,27.466269,1821.88,1368.0872629799999
368,0.9773417729884386,554,753664,1345.9129464626312,0.0019860705,-0.001031481,0.0171875,753664,7.482876,7.1185465,1806.97,1353.8630897399999
369,0.8805981129407883,578,755712,1349.6036324501038,0.0016450612,-0.00078089023,0.017626952,755712,7.4963465,32.608337,1778.9,1327.08315521
370,0.901462197303772,604,757760,1353.1452794075012,0.0017743742,-0.0043702414,0.015576172,757760,7.5055056,15.427594,1771.18,1317.92428006
371,0.876069463789463,576,759808,1356.5363161563873,0.0021536034,-0.0015555841,0.023779297,759808,7.5112486,10.252768,1769.35,1315.9897146199999
372,0.9660009443759918,552,761856,1360.0892550945282,0.0012205791,-0.0014005114,0.010546875,761856,7.512265,9.023875,1757.21,1304.0824753099998
373,0.8681107461452484,574,763904,1363.7963445186615,0.0032786615,-0.0028925338,0.038671874,763904,7.5091295,33.40632,1748.15,1294.25812976
374,0.9117979034781456,598,765952,1367.3619592189789,0.001998559,-0.0019561164,0.020654297,765952,7.50747,11.679694,1724.05,1270.32435656
375,0.9229271188378334,540,768000,1370.7869322299957,0.006193583,-0.0040551485,0.07241211,768000,7.516603,28.587582,1722.47,1271.7019515900001
376,0.9667425416409969,601,770048,1374.574815750122,0.0030075456,-0.0031756847,0.031542968,770048,7.54062,5.7274446,1714.36,1261.70353688
377,0.926233783364296,540,772096,1377.9790291786194,0.006289835,-0.0021297198,0.083740234,772096,7.550454,19.880133,1714.36,1261.07066213
378,0.9307796731591225,546,774144,1381.7665739059448,0.0021307843,-0.0014404099,0.02236328,774144,7.5586715,24.865982,1714.02,1261.24236351
379,0.8870103433728218,583,776192,1385.5114529132843,0.0037973814,-0.0032569896,0.04082031,776192,7.5805917,9.754454,1710.92,1258.0687221599999
380,0.9293792843818665,601,778240,1389.019901752472,0.0017972633,-0.0014823319,0.018896485,778240,7.6022635,6.691428,1711.71,1258.5146873299998
381,0.8399140983819962,584,780288,1392.4259762763977,0.0022857226,-0.0034586154,0.024609376,780288,7.6163244,17.831263,1708.22,1252.1446973799998
382,0.9162164404988289,558,782336,1395.9279539585114,0.0022263594,-0.00086253806,0.024414062,782336,7.6197805,20.92139,1708.22,1251.1061578599997
383,0.9320273101329803,539,784384,1399.5982398986816,0.0034244761,-0.0012476849,0.04111328,784384,7.623212,19.698977,1717.37,1260.81653013
384,0.7877889275550842,569,786432,1403.3940629959106,0.001813085,-0.002087584,0.018017579,786432,7.6339655,14.859171,1717.37,1255.17459302
385,0.9328891634941101,535,788480,1406.9908075332642,0.0044050026,-0.0030778558,0.055859376,788480,7.6350503,19.713772,1717.37,1254.79447011
386,0.8694597333669662,585,790528,1410.816318511963,0.0018596426,-0.0010114389,0.019628907,790528,7.629988,10.000091,1706.45,1242.9482700099998
